Score,Episodes,Rating,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
8,1,R - 17+ (violence & profanity),46,0,1,229,24,2033,1,2
9,1,R - 17+ (violence & profanity),114,0,1,229,24,2034,1,2
7,1,R - 17+ (violence & profanity),57,0,1,105,23,2035,2,1
7,1,PG-13 - Teens 13 or older,79,1,0,5,105,2036,2,1
6,100,G - All Ages,10,3,0,2,393,2037,0,1
7,26,PG - Children,24,1,1,2,0,2038,0,0
6,2,Rx - Hentai,20,2,10,243,54,2039,2,2
7,2,Rx - Hentai,30,2,10,38,119,2040,2,2
6,6,PG-13 - Teens 13 or older,1,1,0,17,50,2041,3,1
7,13,G - All Ages,1,3,0,244,295,2042,0,0
7,91,PG - Children,25,1,0,6,50,2043,0,1
7,14,PG-13 - Teens 13 or older,24,1,0,17,80,2044,0,2
7,13,PG-13 - Teens 13 or older,25,1,2,147,15,2045,0,26
6,35,R - 17+ (violence & profanity),23,0,1,36,321,2046,0,1
7,1,PG-13 - Teens 13 or older,92,1,1,6,3,2047,1,1
6,52,PG-13 - Teens 13 or older,21,1,0,84,29,2048,0,0
8,1,PG-13 - Teens 13 or older,116,1,0,84,105,2049,1,1
6,50,G - All Ages,10,3,0,25,131,2050,0,0
6,1,G - All Ages,4,3,2,1,15,2051,15,1
6,1,PG-13 - Teens 13 or older,40,1,5,0,216,2052,1,1
8,1,PG-13 - Teens 13 or older,42,1,0,10,80,2053,2,1
8,11,PG-13 - Teens 13 or older,23,1,0,3,1,2054,0,1
7,12,G - All Ages,23,3,3,22,74,2055,0,1
6,3,R - 17+ (violence & profanity),30,0,3,10,228,2056,2,1
7,4,R+ - Mild Nudity,28,2,3,196,228,2057,2,1
7,39,PG-13 - Teens 13 or older,24,1,1,3,321,2058,0,1
6,2,Rx - Hentai,24,2,10,236,69,2059,2,1
6,1,Rx - Hentai,18,2,10,233,54,2060,2,0
6,1,Rx - Hentai,30,2,10,109,54,2061,2,1
5,1,Rx - Hentai,30,2,10,232,44,2062,2,1
7,23,R+ - Mild Nudity,23,2,1,207,179,2063,0,0
6,50,PG-13 - Teens 13 or older,25,1,0,2,55,2064,0,0
7,48,G - All Ages,23,3,1,160,216,2065,0,1
6,2,PG-13 - Teens 13 or older,50,1,1,93,13,2066,2,1
7,7,PG-13 - Teens 13 or older,15,1,11,65,64,2067,4,0
6,50,G - All Ages,24,3,0,20,216,2068,0,0
6,3,PG-13 - Teens 13 or older,30,1,0,102,15,2069,2,1
7,12,PG-13 - Teens 13 or older,24,1,0,9,10,2070,0,1
7,13,R - 17+ (violence & profanity),24,0,1,62,20,2071,0,1
7,13,PG-13 - Teens 13 or older,24,1,0,245,13,2072,0,1
6,2,Rx - Hentai,30,2,10,116,367,2073,2,2
6,50,PG - Children,23,1,5,246,42,2074,0,1
9,1,R+ - Mild Nudity,125,2,1,6,44,2075,1,0
5,50,PG-13 - Teens 13 or older,24,1,1,20,216,2076,0,0
6,2,R+ - Mild Nudity,30,2,0,1,179,2077,2,1
7,13,R - 17+ (violence & profanity),24,0,1,19,8,2078,0,1
7,26,G - All Ages,25,3,13,247,9,2079,0,0
6,20,R+ - Mild Nudity,12,2,0,9,3,2080,0,1
8,1,R - 17+ (violence & profanity),117,0,1,0,216,2081,2,0
7,4,Rx - Hentai,30,2,10,59,120,2082,2,1
7,2,Rx - Hentai,30,2,10,109,90,2083,2,2
6,52,G - All Ages,26,3,2,3,13,2084,0,1
7,12,PG-13 - Teens 13 or older,24,1,1,46,191,2085,0,1
7,1,R+ - Mild Nudity,1,2,1,20,216,2086,3,1
6,2,Rx - Hentai,33,2,8,233,69,2087,2,2
7,24,R - 17+ (violence & profanity),23,0,1,141,1,2088,0,2
7,26,PG-13 - Teens 13 or older,25,1,0,248,4,2089,0,26
7,20,PG-13 - Teens 13 or older,24,1,1,4,18,2090,0,1
6,1,G - All Ages,30,3,4,92,31,2091,1,0
5,26,G - All Ages,25,3,2,5,105,2092,0,0
6,1,G - All Ages,24,3,2,129,85,2093,3,1
6,1,R+ - Mild Nudity,45,2,0,10,1,2094,2,1
5,1,Rx - Hentai,47,2,3,53,113,2095,2,0
7,8,PG-13 - Teens 13 or older,3,1,15,6,44,2096,15,0
7,1,PG-13 - Teens 13 or older,24,1,2,12,1,2097,3,0
6,12,R+ - Mild Nudity,24,2,1,141,21,2098,0,1
8,25,PG-13 - Teens 13 or older,24,1,0,20,74,2099,0,1
8,12,R - 17+ (violence & profanity),23,0,1,12,12,2100,0,1
7,12,PG-13 - Teens 13 or older,24,1,2,162,4,2101,0,26
6,4,Rx - Hentai,30,2,10,44,21,2102,2,2
6,11,PG-13 - Teens 13 or older,11,1,0,222,111,2103,0,0
6,12,R+ - Mild Nudity,25,2,0,39,16,2104,0,2
7,13,PG-13 - Teens 13 or older,24,1,3,6,5,2105,0,1
6,1,R+ - Mild Nudity,51,2,3,79,5,2106,2,1
7,2,PG-13 - Teens 13 or older,23,1,1,39,38,2107,2,1
7,26,PG-13 - Teens 13 or older,20,1,5,249,76,2108,0,2
6,4,Rx - Hentai,30,2,10,59,21,2109,2,2
8,12,PG-13 - Teens 13 or older,24,1,0,17,5,2110,0,1
6,2,Rx - Hentai,29,2,8,225,114,2111,2,2
6,26,PG-13 - Teens 13 or older,25,1,7,7,127,2112,0,1
5,2,Rx - Hentai,28,2,10,17,64,2113,2,1
7,1,PG-13 - Teens 13 or older,92,1,0,5,105,2114,3,1
6,6,PG-13 - Teens 13 or older,30,1,1,10,79,2115,2,1
4,1,Rx - Hentai,35,2,10,157,69,2116,2,0
7,1,PG-13 - Teens 13 or older,110,1,1,23,284,2117,1,2
7,13,R - 17+ (violence & profanity),23,0,7,17,191,2118,0,2
7,26,PG-13 - Teens 13 or older,24,1,2,0,216,2119,0,26
8,1,PG-13 - Teens 13 or older,29,1,0,21,216,2120,3,1
6,1,PG-13 - Teens 13 or older,4,1,15,46,15,2121,15,0
7,26,R - 17+ (violence & profanity),23,0,7,10,5,2122,0,2
8,24,R - 17+ (violence & profanity),24,0,0,6,85,2123,0,1
8,5,R+ - Mild Nudity,33,2,1,46,191,2124,2,1
7,13,PG-13 - Teens 13 or older,23,1,0,19,7,2125,0,1
6,1,R+ - Mild Nudity,72,2,4,34,167,2126,3,0
8,2,PG-13 - Teens 13 or older,26,1,0,11,15,2127,2,1
5,4,R+ - Mild Nudity,27,2,1,250,3,2128,2,0
5,2,R - 17+ (violence & profanity),44,0,1,10,79,2129,2,1
6,12,PG-13 - Teens 13 or older,25,1,1,0,5,2130,0,0
7,296,G - All Ages,24,3,0,22,321,2131,0,1
8,2,R - 17+ (violence & profanity),29,0,1,11,15,2132,2,1
6,12,R - 17+ (violence & profanity),27,0,4,5,191,2133,0,2
8,24,R - 17+ (violence & profanity),24,0,1,62,191,2134,0,1
8,1,R+ - Mild Nudity,130,2,0,6,11,2135,1,0
7,12,PG-13 - Teens 13 or older,24,1,0,12,64,2136,0,1
8,26,PG-13 - Teens 13 or older,13,1,0,239,34,2137,0,1
7,1,PG-13 - Teens 13 or older,91,1,0,53,105,2138,3,1
5,5,R+ - Mild Nudity,30,2,1,12,21,2139,2,1
6,73,G - All Ages,25,3,1,36,179,2140,0,0
7,26,R - 17+ (violence & profanity),25,0,1,3,231,2141,0,1
5,1,R+ - Mild Nudity,45,2,0,10,79,2142,2,1
6,25,PG - Children,25,1,0,244,191,2143,0,1
8,25,PG-13 - Teens 13 or older,24,1,0,25,42,2144,0,1
8,1,PG-13 - Teens 13 or older,100,1,1,25,7,2145,1,1
7,12,PG-13 - Teens 13 or older,24,1,0,141,17,2146,0,1
7,13,R+ - Mild Nudity,24,2,1,40,228,2147,0,1
7,12,R - 17+ (violence & profanity),24,0,1,19,8,2148,0,1
7,12,R - 17+ (violence & profanity),23,0,1,180,191,2149,0,1
8,25,PG-13 - Teens 13 or older,23,1,9,5,191,2150,0,1
7,26,PG-13 - Teens 13 or older,24,1,2,6,20,2151,0,2
7,1,R+ - Mild Nudity,19,2,0,46,191,2152,2,1
6,1,PG-13 - Teens 13 or older,88,1,1,10,64,2153,1,1
7,2,Rx - Hentai,30,2,10,59,90,2154,2,1
7,52,PG-13 - Teens 13 or older,5,1,0,103,5,2155,4,6
7,104,G - All Ages,20,3,0,2,306,2156,0,1
8,12,R - 17+ (violence & profanity),23,0,0,6,85,2157,0,1
7,48,G - All Ages,24,3,1,160,216,2158,0,0
7,23,R - 17+ (violence & profanity),23,0,1,0,216,2159,0,1
8,15,R - 17+ (violence & profanity),24,0,11,6,17,2160,0,2
6,50,PG - Children,24,1,6,20,216,2161,0,26
7,1,PG - Children,93,1,3,47,191,2162,1,2
6,26,PG - Children,25,1,19,249,32,2163,0,4
5,1,PG-13 - Teens 13 or older,80,1,1,146,73,2164,1,0
7,1,PG - Children,112,1,0,22,28,2165,1,1
7,2,Rx - Hentai,29,2,10,59,68,2166,2,1
6,12,PG-13 - Teens 13 or older,23,1,0,65,40,2167,0,2
9,64,R - 17+ (violence & profanity),24,0,0,6,0,2168,0,1
7,25,PG-13 - Teens 13 or older,5,1,0,17,80,2169,4,1
6,16,R+ - Mild Nudity,5,2,0,11,50,2170,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,12,1,2171,0,2
7,4,PG-13 - Teens 13 or older,30,1,0,104,25,2172,2,2
7,12,PG-13 - Teens 13 or older,24,1,0,24,1,2173,0,1
6,3,PG-13 - Teens 13 or older,40,1,1,93,44,2174,2,1
7,1,PG-13 - Teens 13 or older,34,1,0,24,321,2175,3,1
6,25,PG-13 - Teens 13 or older,24,1,1,34,216,2176,0,0
7,11,R+ - Mild Nudity,22,2,3,18,105,2177,0,2
6,1,R - 17+ (violence & profanity),100,0,1,9,191,2178,1,2
7,2,Rx - Hentai,30,2,10,59,90,2179,2,1
8,2,R - 17+ (violence & profanity),42,0,8,24,40,2180,2,2
7,2,Rx - Hentai,30,2,10,109,90,2181,2,2
7,2,PG-13 - Teens 13 or older,6,1,0,64,4,2182,3,1
7,39,G - All Ages,23,3,1,149,190,2183,0,1
8,1,R - 17+ (violence & profanity),59,0,1,229,24,2184,1,2
8,1,R - 17+ (violence & profanity),121,0,1,229,24,2185,1,2
7,24,PG-13 - Teens 13 or older,23,1,1,21,4,2186,0,2
7,26,R+ - Mild Nudity,23,2,1,5,191,2187,0,1
8,127,G - All Ages,24,3,6,2,306,2188,0,26
5,13,R+ - Mild Nudity,24,2,0,5,85,2189,0,0
6,51,PG - Children,23,1,2,20,105,2190,0,1
6,1,PG - Children,87,1,0,234,15,2191,1,2
8,2,R - 17+ (violence & profanity),24,0,0,23,321,2192,2,1
7,1,PG - Children,21,1,2,4,306,2193,3,26
9,26,PG-13 - Teens 13 or older,23,1,0,11,191,2194,0,1
7,51,PG - Children,24,1,0,2,20,2195,0,1
7,1,PG-13 - Teens 13 or older,80,1,1,190,18,2196,2,1
7,26,G - All Ages,24,3,5,34,55,2197,0,2
6,1,G - All Ages,1,3,1,21,216,2198,3,0
7,13,R+ - Mild Nudity,24,2,0,6,11,2199,0,1
5,25,PG-13 - Teens 13 or older,24,1,0,37,228,2200,0,1
7,1,R+ - Mild Nudity,10,2,0,6,11,2201,3,1
7,1,PG - Children,95,1,0,251,216,2202,1,1
6,50,PG-13 - Teens 13 or older,24,1,1,57,321,2203,0,1
9,13,PG-13 - Teens 13 or older,24,1,3,6,40,2204,0,1
7,1,R+ - Mild Nudity,30,2,0,39,104,2205,2,2
6,1,PG-13 - Teens 13 or older,30,1,0,43,19,2206,2,1
6,26,G - All Ages,24,3,1,252,321,2207,0,1
7,2,Rx - Hentai,27,2,10,59,90,2208,2,1
7,6,R+ - Mild Nudity,2,2,0,48,21,2209,3,1
6,52,PG - Children,24,1,2,187,105,2210,0,0
8,12,PG-13 - Teens 13 or older,24,1,2,239,40,2211,0,2
7,13,PG-13 - Teens 13 or older,24,1,1,2,11,2212,0,2
7,12,R+ - Mild Nudity,50,2,0,171,105,2213,0,1
6,6,R+ - Mild Nudity,51,2,0,139,121,2214,2,1
7,12,PG-13 - Teens 13 or older,23,1,1,10,15,2215,0,26
7,13,R - 17+ (violence & profanity),23,0,1,12,83,2216,0,2
8,1,G - All Ages,12,3,3,111,55,2217,1,0
6,1,PG-13 - Teens 13 or older,65,1,1,122,36,2218,2,26
6,53,G - All Ages,24,3,0,2,228,2219,0,1
4,1,Rx - Hentai,36,2,10,157,69,2220,2,0
7,51,PG-13 - Teens 13 or older,23,1,1,159,216,2221,0,0
6,2,PG-13 - Teens 13 or older,29,1,14,160,216,2222,2,1
5,2,Rx - Hentai,30,2,17,59,64,2223,2,1
8,50,PG-13 - Teens 13 or older,25,1,2,25,15,2224,0,2
7,48,G - All Ages,24,3,1,160,216,2225,0,0
6,1,PG-13 - Teens 13 or older,31,1,11,24,191,2226,2,1
6,12,PG-13 - Teens 13 or older,24,1,0,24,10,2227,0,2
8,1,PG-13 - Teens 13 or older,111,1,1,84,55,2228,1,1
5,36,G - All Ages,24,3,0,22,321,2229,0,1
6,26,PG-13 - Teens 13 or older,25,1,0,2,179,2230,0,1
6,26,PG - Children,24,1,17,208,167,2231,0,1
5,25,G - All Ages,25,3,0,2,105,2232,0,1
8,26,R - 17+ (violence & profanity),23,0,1,12,60,2233,0,1
8,1,PG-13 - Teens 13 or older,30,1,0,21,216,2234,2,1
7,12,PG-13 - Teens 13 or older,25,1,2,12,89,2235,0,2
7,12,PG-13 - Teens 13 or older,23,1,1,180,27,2236,0,0
8,26,PG-13 - Teens 13 or older,24,1,1,6,85,2237,0,26
7,52,PG - Children,10,1,0,197,127,2238,0,1
7,25,PG-13 - Teens 13 or older,23,1,1,253,5,2239,0,1
8,25,PG-13 - Teens 13 or older,24,1,2,9,7,2240,0,1
6,1,G - All Ages,11,3,1,147,122,2241,4,26
7,4,R - 17+ (violence & profanity),15,0,1,24,123,2242,2,1
5,13,G - All Ages,25,3,13,3,13,2243,0,0
7,13,PG-13 - Teens 13 or older,23,1,0,13,17,2244,0,1
6,103,G - All Ages,25,3,0,60,55,2245,0,1
4,1,R - 17+ (violence & profanity),25,0,21,22,44,2246,2,1
8,11,R - 17+ (violence & profanity),23,0,1,18,15,2247,0,0
7,2,Rx - Hentai,11,2,10,185,225,2248,2,2
6,3,Rx - Hentai,30,2,10,109,54,2249,2,2
5,3,Rx - Hentai,30,2,10,109,54,2250,2,2
7,56,PG-13 - Teens 13 or older,25,1,1,57,321,2251,0,1
7,6,R+ - Mild Nudity,25,2,0,24,7,2252,2,1
7,12,PG-13 - Teens 13 or older,24,1,0,4,124,2253,0,1
7,25,PG-13 - Teens 13 or older,24,1,8,12,4,2254,0,1
7,26,PG-13 - Teens 13 or older,24,1,6,14,20,2255,0,0
8,24,PG-13 - Teens 13 or older,24,1,0,25,191,2256,0,1
8,13,PG-13 - Teens 13 or older,24,1,0,10,80,2257,0,1
8,1,PG-13 - Teens 13 or older,114,1,0,17,191,2258,1,0
8,26,R - 17+ (violence & profanity),24,0,1,48,151,2259,0,2
6,6,R - 17+ (violence & profanity),27,0,2,72,3,2260,2,2
8,11,PG-13 - Teens 13 or older,22,1,0,3,1,2261,0,1
8,26,G - All Ages,25,3,2,2,192,2262,0,4
7,2,PG-13 - Teens 13 or older,25,1,8,223,65,2263,3,2
6,30,G - All Ages,24,3,1,98,216,2264,0,26
7,12,PG-13 - Teens 13 or older,23,1,11,29,125,2265,0,2
8,4,PG-13 - Teens 13 or older,24,1,0,7,319,2266,2,1
7,1,G - All Ages,70,3,1,60,321,2267,1,0
7,26,R - 17+ (violence & profanity),26,0,1,3,208,2268,0,1
7,3,Rx - Hentai,26,2,0,139,74,2269,2,0
6,1,R+ - Mild Nudity,26,2,0,39,16,2270,3,2
7,2,R+ - Mild Nudity,30,2,0,106,108,2271,2,1
8,13,R+ - Mild Nudity,45,2,0,5,27,2272,2,0
7,4,R+ - Mild Nudity,25,2,4,199,64,2273,2,2
6,1,PG-13 - Teens 13 or older,17,1,2,254,321,2274,2,1
5,51,PG - Children,12,1,13,20,105,2275,0,1
5,215,G - All Ages,10,3,0,6,85,2276,0,0
7,59,PG - Children,24,1,0,22,28,2277,0,1
7,182,G - All Ages,25,3,3,76,105,2278,0,1
6,1,G - All Ages,45,3,2,197,191,2279,1,1
6,1,PG-13 - Teens 13 or older,24,1,0,46,42,2280,3,1
7,26,PG-13 - Teens 13 or older,20,1,1,121,13,2281,0,2
7,1,PG-13 - Teens 13 or older,6,1,1,17,12,2282,2,0
7,1,PG-13 - Teens 13 or older,25,1,0,48,1,2283,3,1
6,2,R+ - Mild Nudity,48,2,2,255,29,2284,2,1
2,10,R+ - Mild Nudity,3,2,0,8,15,2285,2,0
5,23,G - All Ages,25,3,2,165,190,2286,0,2
7,2,R+ - Mild Nudity,24,2,3,106,108,2287,2,1
5,1,R+ - Mild Nudity,29,2,3,24,15,2288,2,1
6,3,R - 17+ (violence & profanity),40,0,2,57,56,2289,2,1
7,12,PG-13 - Teens 13 or older,24,1,0,240,5,2290,0,2
7,13,PG-13 - Teens 13 or older,24,1,0,19,8,2291,0,1
6,1,R - 17+ (violence & profanity),32,0,2,23,191,2292,2,1
6,1,Rx - Hentai,55,2,3,43,126,2293,2,1
6,4,R+ - Mild Nudity,30,2,0,256,38,2294,2,0
6,1,G - All Ages,73,3,3,9,216,2295,3,2
5,1,PG-13 - Teens 13 or older,57,1,2,8,73,2296,2,0
6,43,G - All Ages,20,3,5,25,191,2297,0,0
6,52,G - All Ages,20,3,0,197,127,2298,0,1
7,12,R+ - Mild Nudity,24,2,1,141,22,2299,0,2
8,50,PG-13 - Teens 13 or older,23,1,0,2,42,2300,0,1
7,39,G - All Ages,24,3,4,25,494,2301,0,0
7,62,G - All Ages,24,3,17,34,18,2302,0,0
7,13,G - All Ages,2,3,0,17,80,2303,4,1
7,13,PG-13 - Teens 13 or older,24,1,0,42,34,2304,0,1
7,4,Rx - Hentai,30,2,10,109,59,2305,2,1
7,12,R+ - Mild Nudity,24,2,0,48,29,2306,0,1
7,1,PG-13 - Teens 13 or older,23,1,0,6,85,2307,3,1
7,39,PG - Children,5,1,0,6,127,2308,0,0
7,11,PG-13 - Teens 13 or older,22,1,3,3,123,2309,0,1
6,52,R - 17+ (violence & profanity),25,0,1,14,321,2310,0,1
7,1,G - All Ages,98,3,2,8,15,2311,1,0
7,52,PG - Children,23,1,2,129,127,2312,0,0
7,12,PG-13 - Teens 13 or older,24,1,0,4,89,2313,0,2
7,24,R - 17+ (violence & profanity),24,0,0,12,191,2314,0,1
7,4,R - 17+ (violence & profanity),50,0,6,257,1,2315,2,1
8,25,PG-13 - Teens 13 or older,22,1,3,24,15,2316,0,1
8,1,PG-13 - Teens 13 or older,110,1,1,0,15,2317,1,26
8,4,PG-13 - Teens 13 or older,29,1,1,258,17,2318,2,1
7,31,PG-13 - Teens 13 or older,25,1,6,3,5,2319,0,1
5,3,R+ - Mild Nudity,30,2,2,0,64,2320,2,0
7,24,PG-13 - Teens 13 or older,1,1,0,10,5,2321,3,2
6,24,PG-13 - Teens 13 or older,24,1,0,43,3,2322,0,1
7,25,PG-13 - Teens 13 or older,2,1,0,22,237,2323,0,0
6,1,R - 17+ (violence & profanity),48,0,0,10,15,2324,2,1
6,1,R+ - Mild Nudity,70,2,4,72,79,2325,2,1
6,27,G - All Ages,23,3,1,3,321,2326,0,0
6,51,G - All Ages,24,3,0,83,3,2327,0,1
7,12,PG-13 - Teens 13 or older,23,1,0,12,127,2328,0,1
6,13,G - All Ages,1,3,0,0,3,2329,3,1
7,12,R+ - Mild Nudity,25,2,0,39,104,2330,0,2
9,26,R - 17+ (violence & profanity),22,0,3,5,191,2331,0,1
8,1,PG-13 - Teens 13 or older,105,1,0,55,105,2332,3,1
6,51,PG - Children,24,1,0,2,42,2333,0,1
6,305,PG - Children,6,1,0,25,5,2334,0,0
6,40,PG-13 - Teens 13 or older,5,1,0,25,321,2335,0,0
6,1,G - All Ages,4,3,15,25,191,2336,15,0
7,50,G - All Ages,23,3,0,259,13,2337,0,1
7,1,PG-13 - Teens 13 or older,28,1,1,69,85,2338,2,2
7,11,PG-13 - Teens 13 or older,22,1,11,3,1,2339,0,1
7,12,R+ - Mild Nudity,24,2,0,12,124,2340,0,2
8,13,PG-13 - Teens 13 or older,24,1,1,153,105,2341,2,1
7,1,PG - Children,94,1,0,4,306,2342,1,26
7,1,PG-13 - Teens 13 or older,25,1,0,55,105,2343,2,1
7,1,G - All Ages,4,3,17,12,216,2344,3,0
7,12,R+ - Mild Nudity,24,2,0,242,128,2345,0,2
7,13,PG-13 - Teens 13 or older,24,1,0,239,64,2346,0,1
6,12,R+ - Mild Nudity,24,2,0,9,10,2347,0,2
7,11,G - All Ages,2,3,16,73,18,2348,3,0
8,11,PG-13 - Teens 13 or older,22,1,3,18,0,2349,0,0
8,24,PG-13 - Teens 13 or older,24,1,1,10,1,2350,0,1
7,1,G - All Ages,96,3,0,22,28,2351,1,1
6,2,Rx - Hentai,30,2,10,116,367,2352,2,2
6,2,PG-13 - Teens 13 or older,15,1,1,12,306,2353,3,1
6,32,PG-13 - Teens 13 or older,40,1,1,72,1,2354,2,1
6,15,PG-13 - Teens 13 or older,30,1,1,72,1,2355,2,1
6,7,G - All Ages,30,3,0,12,83,2356,3,0
7,3,R+ - Mild Nudity,12,2,0,177,330,2357,3,1
6,6,G - All Ages,7,3,0,141,74,2358,3,1
7,127,G - All Ages,30,3,2,9,191,2359,0,1
7,1,PG - Children,20,1,2,209,306,2360,3,26
7,1,R - 17+ (violence & profanity),22,0,1,260,129,2361,4,1
7,1,R - 17+ (violence & profanity),2,0,1,0,216,2362,1,0
7,1,PG-13 - Teens 13 or older,5,1,1,17,80,2363,3,2
7,1,PG-13 - Teens 13 or older,21,1,0,9,5,2364,3,1
7,12,R+ - Mild Nudity,24,2,0,42,413,2365,0,1
7,1,PG-13 - Teens 13 or older,95,1,0,43,3,2366,1,1
6,1,R+ - Mild Nudity,22,2,0,10,79,2367,2,0
8,7,PG-13 - Teens 13 or older,62,1,1,0,216,2368,2,2
6,4,Rx - Hentai,28,2,10,59,68,2369,2,1
8,13,PG-13 - Teens 13 or older,24,1,0,12,125,2370,0,2
8,1,PG-13 - Teens 13 or older,24,1,3,132,80,2371,3,2
7,1,PG-13 - Teens 13 or older,4,1,3,46,17,2372,3,2
6,1,R+ - Mild Nudity,67,2,0,49,102,2373,2,1
8,1,PG-13 - Teens 13 or older,82,1,0,3,15,2374,1,0
6,48,PG-13 - Teens 13 or older,24,1,1,3,179,2375,0,1
7,1,PG-13 - Teens 13 or older,27,1,0,6,85,2376,2,1
7,12,R+ - Mild Nudity,24,2,1,42,27,2377,0,0
5,65,PG - Children,6,1,1,252,103,2378,0,0
5,2,PG-13 - Teens 13 or older,46,1,9,10,1,2379,2,1
5,1,PG-13 - Teens 13 or older,24,1,22,261,29,2380,2,0
7,1,PG-13 - Teens 13 or older,100,1,3,12,15,2381,1,2
6,1,PG-13 - Teens 13 or older,15,1,0,24,321,2382,2,1
8,4,PG-13 - Teens 13 or older,15,1,2,6,0,2383,3,1
6,2,Rx - Hentai,31,2,10,109,69,2384,2,2
6,16,PG-13 - Teens 13 or older,2,1,0,9,29,2385,0,26
6,26,R+ - Mild Nudity,24,2,1,2,252,2386,0,0
8,25,PG-13 - Teens 13 or older,20,1,2,2,3,2387,0,1
8,1,G - All Ages,102,3,1,84,55,2388,1,1
6,35,PG-13 - Teens 13 or older,5,1,23,3,50,2389,0,1
5,26,PG - Children,11,1,13,197,110,2390,0,1
5,26,PG - Children,8,1,13,197,110,2391,0,1
6,1,R - 17+ (violence & profanity),38,0,0,22,321,2392,1,1
6,24,R+ - Mild Nudity,24,2,1,262,286,2393,0,1
7,331,PG - Children,25,1,0,3,131,2394,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,10,64,2395,0,1
5,3,PG-13 - Teens 13 or older,30,1,0,43,111,2396,2,1
4,1,PG-13 - Teens 13 or older,30,1,24,263,157,2397,2,0
8,13,PG-13 - Teens 13 or older,24,1,0,6,83,2398,0,0
7,1,PG-13 - Teens 13 or older,16,1,0,17,5,2399,3,1
7,1,G - All Ages,70,3,5,25,131,2400,3,1
6,4,PG-13 - Teens 13 or older,25,1,0,17,1,2401,2,2
7,39,R - 17+ (violence & profanity),4,0,0,145,13,2402,0,0
7,1,PG-13 - Teens 13 or older,27,1,0,21,216,2403,3,1
6,12,PG-13 - Teens 13 or older,5,1,0,27,44,2404,0,1
7,4,PG-13 - Teens 13 or older,28,1,1,62,1,2405,2,2
7,12,R - 17+ (violence & profanity),24,0,1,6,0,2406,0,0
7,12,PG-13 - Teens 13 or older,24,1,0,19,44,2407,0,1
8,26,PG-13 - Teens 13 or older,13,1,0,239,34,2408,0,1
8,50,G - All Ages,24,3,8,24,3,2409,0,1
8,12,R - 17+ (violence & profanity),50,0,1,6,112,2410,0,2
7,50,G - All Ages,2,3,0,251,5,2411,0,1
7,1,R+ - Mild Nudity,110,2,1,2,216,2412,1,1
8,1,R - 17+ (violence & profanity),61,0,1,6,24,2413,1,2
7,12,R+ - Mild Nudity,24,2,1,141,21,2414,0,1
8,12,PG-13 - Teens 13 or older,24,1,1,10,15,2415,0,26
6,22,PG-13 - Teens 13 or older,23,1,1,22,146,2416,0,0
8,1,PG-13 - Teens 13 or older,92,1,0,18,15,2417,1,0
6,12,PG-13 - Teens 13 or older,24,1,0,155,413,2418,0,1
6,1,PG-13 - Teens 13 or older,4,1,15,33,36,2419,15,1
8,1,R+ - Mild Nudity,102,2,1,53,191,2420,1,0
7,13,PG-13 - Teens 13 or older,24,1,1,2,11,2421,0,2
6,12,R - 17+ (violence & profanity),25,0,1,8,104,2422,0,2
7,5,Rx - Hentai,25,2,10,109,64,2423,2,0
6,1,Rx - Hentai,30,2,10,264,74,2424,2,2
6,1,G - All Ages,94,3,0,265,179,2425,1,1
8,175,PG-13 - Teens 13 or older,24,1,0,2,85,2426,0,1
6,6,R+ - Mild Nudity,3,2,1,48,21,2427,3,1
6,6,PG-13 - Teens 13 or older,3,1,0,29,125,2428,3,1
7,12,R - 17+ (violence & profanity),24,0,0,6,85,2429,0,1
7,13,PG-13 - Teens 13 or older,24,1,0,13,17,2430,0,1
8,24,R - 17+ (violence & profanity),24,0,1,6,40,2431,0,2
7,12,R+ - Mild Nudity,24,2,1,141,17,2432,0,1
7,27,R - 17+ (violence & profanity),24,0,1,46,123,2433,0,2
8,1,R - 17+ (violence & profanity),51,0,1,12,15,2434,1,1
8,24,PG-13 - Teens 13 or older,23,1,1,62,1,2435,0,2
8,11,R - 17+ (violence & profanity),23,0,0,18,321,2436,0,2
7,1,PG-13 - Teens 13 or older,58,1,3,61,17,2437,3,2
6,1,PG-13 - Teens 13 or older,22,1,1,12,130,2438,2,0
6,3,G - All Ages,12,3,0,0,216,2439,2,1
7,5,R - 17+ (violence & profanity),15,0,2,119,36,2440,1,0
6,1,PG-13 - Teens 13 or older,73,1,0,84,131,2441,2,1
6,12,G - All Ages,2,3,13,93,306,2442,0,1
6,1,PG-13 - Teens 13 or older,23,1,1,266,321,2443,2,1
8,12,PG-13 - Teens 13 or older,24,1,4,6,85,2444,0,0
8,26,PG-13 - Teens 13 or older,24,1,0,6,216,2445,0,1
5,26,G - All Ages,5,3,0,25,13,2446,0,1
8,1,PG-13 - Teens 13 or older,23,1,0,10,80,2447,3,1
8,2,PG-13 - Teens 13 or older,35,1,7,11,15,2448,2,1
7,9,PG-13 - Teens 13 or older,16,1,1,151,321,2449,4,26
7,1,PG - Children,20,1,0,267,306,2450,3,26
7,12,R - 17+ (violence & profanity),24,0,1,42,22,2451,0,1
7,9,PG-13 - Teens 13 or older,4,1,0,239,7,2452,3,1
