Score,Episodes,Rating,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
5,10,G - All Ages,7,3,16,382,450,5106,4,6
7,26,PG-13 - Teens 13 or older,23,1,16,11,28,5107,0,2
8,12,PG-13 - Teens 13 or older,23,1,0,12,40,5108,0,1
7,1,PG-13 - Teens 13 or older,105,1,0,11,13,5109,1,1
6,10,PG-13 - Teens 13 or older,3,1,0,388,219,5110,4,1
6,10,G - All Ages,3,3,0,414,210,5111,4,1
8,12,R - 17+ (violence & profanity),25,0,1,12,33,5112,0,0
8,12,PG-13 - Teens 13 or older,23,1,2,12,158,5113,0,1
9,7,R - 17+ (violence & profanity),22,0,0,6,17,5114,0,2
6,13,R - 17+ (violence & profanity),23,0,7,20,4,5115,0,26
7,13,PG-13 - Teens 13 or older,23,1,0,12,83,5116,0,26
6,12,PG-13 - Teens 13 or older,23,1,0,20,205,5117,0,6
6,12,PG-13 - Teens 13 or older,23,1,2,8,248,5118,0,26
5,12,PG-13 - Teens 13 or older,24,1,0,24,255,5119,0,2
6,24,PG-13 - Teens 13 or older,23,1,0,76,179,5120,0,0
6,2,PG-13 - Teens 13 or older,16,1,4,445,419,5121,4,0
7,1,PG-13 - Teens 13 or older,23,1,0,6,150,5122,3,1
7,12,PG-13 - Teens 13 or older,22,1,0,20,150,5123,0,1
6,32,G - All Ages,9,3,12,25,256,5124,0,6
8,1,G - All Ages,26,3,2,25,191,5125,2,1
7,12,PG-13 - Teens 13 or older,12,1,0,71,257,5126,0,1
7,24,R - 17+ (violence & profanity),24,0,1,384,450,5127,4,6
6,25,PG-13 - Teens 13 or older,24,1,0,25,216,5128,0,0
5,50,PG - Children,3,1,0,446,201,5129,0,0
7,1,PG-13 - Teens 13 or older,22,1,0,6,85,5130,3,2
6,13,PG-13 - Teens 13 or older,1,1,0,67,137,5131,4,1
7,12,PG-13 - Teens 13 or older,2,1,0,103,198,5132,0,1
7,12,PG-13 - Teens 13 or older,23,1,0,141,104,5133,0,1
8,1,PG-13 - Teens 13 or older,2,1,15,372,164,5134,3,0
7,12,R+ - Mild Nudity,23,2,0,12,125,5135,0,2
6,1,PG-13 - Teens 13 or older,23,1,8,8,5,5136,3,2
8,1,PG-13 - Teens 13 or older,1,1,1,47,183,5137,1,1
7,1,PG-13 - Teens 13 or older,57,1,1,47,183,5138,1,1
6,12,PG-13 - Teens 13 or older,23,1,0,447,35,5139,0,0
6,12,PG-13 - Teens 13 or older,24,1,11,18,3,5140,0,0
4,2,PG-13 - Teens 13 or older,44,1,0,49,111,5141,4,0
7,1,PG-13 - Teens 13 or older,24,1,7,12,112,5142,3,0
6,1,G - All Ages,21,3,1,448,444,5143,4,26
8,4,PG-13 - Teens 13 or older,23,1,11,221,105,5144,3,6
5,50,G - All Ages,1,3,0,414,155,5145,0,0
6,10,R - 17+ (violence & profanity),3,0,6,24,258,5146,4,1
7,13,PG-13 - Teens 13 or older,3,1,0,5,197,5147,0,6
8,12,PG-13 - Teens 13 or older,24,1,8,8,127,5148,0,0
8,12,PG-13 - Teens 13 or older,24,1,3,12,158,5149,0,2
6,25,G - All Ages,4,3,17,12,199,5150,4,0
7,2,Rx - Hentai,27,2,8,59,157,5151,2,2
7,2,PG-13 - Teens 13 or older,13,1,0,17,125,5152,3,1
5,1,G - All Ages,2,3,16,25,144,5153,15,0
5,1,G - All Ages,2,3,15,25,219,5154,15,0
7,12,PG-13 - Teens 13 or older,23,1,0,6,259,5155,0,1
8,12,PG-13 - Teens 13 or older,24,1,1,10,4621,5156,0,1
5,1,PG-13 - Teens 13 or older,22,1,16,276,299,5157,2,0
7,5,G - All Ages,11,3,1,20,216,5158,4,0
5,85,G - All Ages,40,3,0,449,299,5159,4,1
7,2,Rx - Hentai,16,2,10,344,74,5160,2,1
7,24,PG-13 - Teens 13 or older,23,1,1,141,150,5161,0,0
7,1,PG-13 - Teens 13 or older,24,1,11,239,8,5162,3,0
8,1,PG-13 - Teens 13 or older,93,1,0,12,80,5163,1,2
5,12,R+ - Mild Nudity,5,2,3,402,228,5164,0,1
6,5,PG - Children,14,1,1,448,444,5165,4,26
7,12,PG-13 - Teens 13 or older,23,1,3,20,220,5166,0,0
5,10,PG - Children,19,1,0,25,321,5167,0,5
8,1,PG-13 - Teens 13 or older,2,1,0,0,15,5168,3,1
8,13,PG-13 - Teens 13 or older,13,1,0,355,151,5169,0,1
7,1,PG-13 - Teens 13 or older,26,1,0,447,151,5170,2,1
6,1,R - 17+ (violence & profanity),24,0,1,444,198,5171,3,1
8,1,PG-13 - Teens 13 or older,90,1,3,12,80,5172,1,2
8,1,PG-13 - Teens 13 or older,101,1,3,12,80,5173,1,2
5,3,PG-13 - Teens 13 or older,1,1,1,69,183,5174,4,26
6,10,PG-13 - Teens 13 or older,23,1,0,141,89,5175,0,6
6,13,PG-13 - Teens 13 or older,4,1,7,2,185,5176,0,0
4,12,PG-13 - Teens 13 or older,3,1,0,103,157,5177,0,2
5,50,PG-13 - Teens 13 or older,24,1,1,48,246,5178,5,1
6,9,G - All Ages,3,3,0,13,111,5179,0,0
7,1,PG - Children,109,1,2,22,28,5180,1,1
7,12,PG-13 - Teens 13 or older,23,1,0,20,180,5181,0,1
7,6,PG-13 - Teens 13 or older,24,1,2,450,244,5182,0,6
5,1,R - 17+ (violence & profanity),24,0,1,11,179,5183,1,1
9,12,R - 17+ (violence & profanity),23,0,1,8,183,5184,0,1
8,13,PG - Children,11,1,13,374,141,5185,4,1
8,12,PG-13 - Teens 13 or older,24,1,6,12,1,5186,0,1
8,25,PG-13 - Teens 13 or older,24,1,1,141,127,5187,0,2
8,1,PG-13 - Teens 13 or older,110,1,1,43,105,5188,1,1
7,1,PG-13 - Teens 13 or older,23,1,2,6,85,5189,3,26
5,13,G - All Ages,4,3,0,103,38,5190,0,0
5,12,PG-13 - Teens 13 or older,5,1,16,342,188,5191,0,0
7,1,Rx - Hentai,27,2,10,59,74,5192,2,2
7,12,PG-13 - Teens 13 or older,24,1,0,9,151,5193,0,6
7,12,PG-13 - Teens 13 or older,23,1,1,451,389,5194,0,1
6,12,PG-13 - Teens 13 or older,23,1,1,388,260,5195,0,0
8,12,PG-13 - Teens 13 or older,23,1,4,141,112,5196,0,6
9,13,PG-13 - Teens 13 or older,23,1,0,10,191,5197,0,0
7,1,PG-13 - Teens 13 or older,135,1,0,417,15,5198,1,0
9,13,PG-13 - Teens 13 or older,23,1,0,6,204,5199,0,1
7,12,PG-13 - Teens 13 or older,23,1,1,8,172,5200,0,0
8,1,PG-13 - Teens 13 or older,111,1,1,6,172,5201,1,0
7,24,PG-13 - Teens 13 or older,24,1,1,6,85,5202,0,0
8,1,PG-13 - Teens 13 or older,115,1,2,12,83,5203,1,0
8,24,PG-13 - Teens 13 or older,22,1,0,34,406,5204,0,1
8,12,PG-13 - Teens 13 or older,23,1,0,193,28,5205,0,1
7,2,R+ - Mild Nudity,45,2,1,124,261,5206,1,2
7,13,PG-13 - Teens 13 or older,3,1,0,67,137,5207,0,1
7,12,R - 17+ (violence & profanity),23,0,1,20,20,5208,0,2
5,10,G - All Ages,3,3,0,414,219,5209,4,0
6,2,Rx - Hentai,21,2,10,423,318,5210,2,1
7,12,PG-13 - Teens 13 or older,23,1,0,141,156,5211,0,2
6,24,PG-13 - Teens 13 or older,1,1,0,293,138,5212,4,1
7,12,R - 17+ (violence & profanity),24,0,1,11,241,5213,0,1
7,1,PG-13 - Teens 13 or older,99,1,1,6,85,5214,1,1
5,6,G - All Ages,1,3,0,3,104,5215,0,26
5,24,R - 17+ (violence & profanity),23,0,1,11,181,5216,0,1
7,1,PG - Children,21,1,2,12,80,5217,2,0
8,11,PG-13 - Teens 13 or older,22,1,0,6,85,5218,0,6
4,12,G - All Ages,3,3,0,175,239,5219,4,1
8,51,PG-13 - Teens 13 or older,23,1,0,2,85,5220,0,1
7,1,G - All Ages,32,3,1,20,216,5221,4,0
8,1,PG-13 - Teens 13 or older,111,1,0,47,181,5222,1,0
7,12,PG-13 - Teens 13 or older,23,1,0,452,262,5223,0,2
7,16,R - 17+ (violence & profanity),23,0,5,12,1,5224,0,26
5,10,PG-13 - Teens 13 or older,23,1,2,12,286,5225,0,2
5,12,PG-13 - Teens 13 or older,3,1,1,69,172,5226,0,0
6,12,PG-13 - Teens 13 or older,23,1,2,65,105,5227,0,26
6,12,PG-13 - Teens 13 or older,23,1,20,12,125,5228,0,0
7,1,Rx - Hentai,25,2,10,59,139,5229,2,2
6,24,PG-13 - Teens 13 or older,24,1,1,20,306,5230,0,26
6,26,R - 17+ (violence & profanity),24,0,1,6,259,5231,0,26
5,12,R - 17+ (violence & profanity),23,0,3,141,157,5232,0,2
8,12,R - 17+ (violence & profanity),23,0,1,24,263,5233,0,1
5,23,PG-13 - Teens 13 or older,23,1,2,358,190,5234,0,1
6,1,G - All Ages,8,3,0,453,97,5235,1,1
6,12,R+ - Mild Nudity,23,2,0,12,16,5236,0,26
8,10,PG-13 - Teens 13 or older,23,1,0,103,210,5237,4,6
7,12,R - 17+ (violence & profanity),24,0,1,12,0,5238,4,0
5,12,PG-13 - Teens 13 or older,23,1,2,374,321,5239,4,1
7,1,PG-13 - Teens 13 or older,24,1,0,418,210,5240,3,6
7,12,PG-13 - Teens 13 or older,12,1,0,8,167,5241,0,1
5,1,G - All Ages,3,3,15,454,221,5242,15,15
6,1,PG-13 - Teens 13 or older,4,1,15,399,221,5243,15,0
8,12,PG-13 - Teens 13 or older,23,1,2,12,158,5244,0,1
6,1,PG-13 - Teens 13 or older,5,1,15,399,221,5245,15,15
5,1,PG-13 - Teens 13 or older,5,1,15,399,221,5246,15,15
9,1,PG-13 - Teens 13 or older,108,1,3,6,264,5247,1,2
6,1,PG-13 - Teens 13 or older,7,1,15,399,221,5248,15,15
5,1,G - All Ages,2,3,15,399,221,5249,15,15
5,1,G - All Ages,3,3,15,454,221,5250,15,15
8,3,R - 17+ (violence & profanity),25,0,1,8,183,5251,2,2
6,12,PG-13 - Teens 13 or older,12,1,0,8,165,5252,0,6
6,12,R - 17+ (violence & profanity),24,0,0,145,5,5253,0,1
5,25,PG-13 - Teens 13 or older,2,1,29,7,111,5254,0,0
6,1,Rx - Hentai,15,2,10,404,120,5255,2,1
7,24,R - 17+ (violence & profanity),24,0,1,53,164,5256,0,0
7,12,PG-13 - Teens 13 or older,15,1,0,431,450,5257,4,2
8,21,R - 17+ (violence & profanity),16,0,0,384,450,5258,4,6
5,12,PG-13 - Teens 13 or older,14,1,0,400,286,5259,4,26
6,3,G - All Ages,2,3,0,244,295,5260,0,0
7,1,PG-13 - Teens 13 or older,34,1,15,6,85,5261,3,26
6,1,R - 17+ (violence & profanity),100,0,1,388,174,5262,1,0
6,12,PG - Children,5,1,0,8,138,5263,0,0
6,1,PG-13 - Teens 13 or older,90,1,1,8,179,5264,1,1
6,12,R+ - Mild Nudity,4,2,11,248,157,5265,0,7
8,1,PG-13 - Teens 13 or older,58,1,11,20,413,5266,2,1
8,6,PG-13 - Teens 13 or older,23,1,0,6,192,5267,0,15
7,1,Rx - Hentai,30,2,10,59,157,5268,2,2
6,10,PG-13 - Teens 13 or older,12,1,0,382,265,5269,4,1
6,1,G - All Ages,28,3,2,455,56,5270,15,15
5,2,G - All Ages,53,3,13,456,266,5271,4,0
6,12,R - 17+ (violence & profanity),23,0,8,416,450,5272,0,6
7,26,G - All Ages,7,3,0,25,267,5273,0,1
6,12,R - 17+ (violence & profanity),24,0,3,20,235,5274,0,1
6,13,PG-13 - Teens 13 or older,7,1,0,67,4,5275,0,6
8,2,PG-13 - Teens 13 or older,23,1,3,389,193,5276,3,1
4,10,PG-13 - Teens 13 or older,5,1,1,457,254,5277,0,26
7,15,PG-13 - Teens 13 or older,16,1,1,384,265,5278,4,6
7,10,PG-13 - Teens 13 or older,12,1,2,431,450,5279,4,2
8,12,PG-13 - Teens 13 or older,23,1,0,29,8,5280,0,1
7,1,R - 17+ (violence & profanity),15,0,4,433,216,5281,4,1
6,12,PG-13 - Teens 13 or older,23,1,0,12,125,5282,0,0
6,12,PG-13 - Teens 13 or older,24,1,1,9,158,5283,0,2
7,12,PG-13 - Teens 13 or older,11,1,0,12,111,5284,0,6
5,1,G - All Ages,2,3,15,25,268,5285,15,0
8,4,R - 17+ (violence & profanity),25,0,1,47,15,5286,1,2
8,4,R - 17+ (violence & profanity),25,0,1,47,15,5287,1,2
8,4,R - 17+ (violence & profanity),25,0,1,47,15,5288,1,2
6,12,PG-13 - Teens 13 or older,15,1,4,400,269,5289,4,6
7,12,PG-13 - Teens 13 or older,23,1,0,20,125,5290,0,2
7,26,PG-13 - Teens 13 or older,23,1,1,10,1,5291,0,2
6,26,PG-13 - Teens 13 or older,14,1,1,400,440,5292,0,26
8,25,PG-13 - Teens 13 or older,23,1,0,10,0,5293,0,1
5,12,PG-13 - Teens 13 or older,23,1,1,458,270,5294,0,26
7,1,PG-13 - Teens 13 or older,98,1,0,437,321,5295,1,0
6,12,G - All Ages,1,3,0,388,138,5296,4,1
8,13,PG-13 - Teens 13 or older,23,1,0,141,104,5297,0,0
8,24,R - 17+ (violence & profanity),24,0,1,6,85,5298,0,2
7,12,PG-13 - Teens 13 or older,23,1,1,6,194,5299,0,2
7,12,PG-13 - Teens 13 or older,24,1,15,141,204,5300,0,15
6,6,PG-13 - Teens 13 or older,3,1,1,12,33,5301,3,0
7,12,PG-13 - Teens 13 or older,20,1,0,400,222,5302,4,2
7,3,G - All Ages,3,3,3,459,216,5303,4,0
7,13,PG-13 - Teens 13 or older,2,1,0,67,137,5304,4,1
5,12,PG-13 - Teens 13 or older,23,1,1,12,214,5305,0,2
7,12,R - 17+ (violence & profanity),24,0,1,39,3,5306,0,1
6,6,R - 17+ (violence & profanity),28,0,1,48,2,5307,4,2
6,20,PG-13 - Teens 13 or older,24,1,1,14,89,5308,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,384,450,5309,0,6
5,1,PG-13 - Teens 13 or older,23,1,1,48,2,5310,3,2
6,12,R - 17+ (violence & profanity),24,0,3,460,16,5311,0,1
6,1,PG-13 - Teens 13 or older,25,1,15,6,85,5312,3,26
7,76,PG - Children,24,1,1,9,306,5313,0,1
7,12,PG-13 - Teens 13 or older,23,1,8,358,190,5314,0,0
8,1,PG-13 - Teens 13 or older,104,1,3,6,193,5315,1,1
7,1,PG-13 - Teens 13 or older,15,1,0,20,8,5316,3,0
6,1,PG-13 - Teens 13 or older,1,1,4,461,85,5317,3,2
8,15,PG-13 - Teens 13 or older,15,1,0,384,450,5318,4,1
7,12,R - 17+ (violence & profanity),23,0,3,364,263,5319,0,1
5,115,PG - Children,24,1,0,93,306,5320,0,0
7,1,R - 17+ (violence & profanity),56,0,0,62,112,5321,1,1
5,1,PG - Children,45,1,13,34,1,5322,3,1
8,13,R - 17+ (violence & profanity),24,0,1,11,105,5323,0,0
7,25,PG-13 - Teens 13 or older,24,1,0,25,306,5324,0,1
7,1,G - All Ages,105,3,0,22,28,5325,1,1
6,2,G - All Ages,58,3,2,388,172,5326,4,1
7,12,PG-13 - Teens 13 or older,23,1,2,6,164,5327,0,26
8,49,G - All Ages,24,3,1,60,321,5328,0,0
6,1,G - All Ages,1,3,15,147,471,5329,15,0
5,47,G - All Ages,30,3,0,355,155,5330,0,0
5,2,G - All Ages,20,3,0,25,330,5331,3,1
6,1,PG-13 - Teens 13 or older,4,1,0,103,205,5332,3,1
5,10,PG-13 - Teens 13 or older,23,1,0,327,389,5333,0,2
7,12,R - 17+ (violence & profanity),24,0,0,388,1,5334,0,2
8,24,R - 17+ (violence & profanity),22,0,1,6,164,5335,0,1
7,12,PG-13 - Teens 13 or older,25,1,0,25,224,5336,0,1
8,13,PG-13 - Teens 13 or older,24,1,3,12,80,5337,0,2
7,12,PG-13 - Teens 13 or older,25,1,0,388,406,5338,0,2
6,12,R - 17+ (violence & profanity),22,0,1,998,179,5339,4,1
7,1,PG-13 - Teens 13 or older,93,1,1,297,271,5340,1,0
7,1,R+ - Mild Nudity,59,2,1,141,165,5341,2,2
7,4,PG-13 - Teens 13 or older,7,1,0,307,20,5342,3,0
8,1,R - 17+ (violence & profanity),2,0,1,8,183,5343,1,1
8,12,PG-13 - Teens 13 or older,23,1,0,462,80,5344,0,0
6,1,G - All Ages,3,3,15,442,272,5345,15,15
5,24,PG-13 - Teens 13 or older,15,1,1,400,273,5346,4,1
7,12,R+ - Mild Nudity,23,2,0,6,7,5347,0,1
6,12,PG - Children,3,1,16,106,182,5348,0,1
7,2,Rx - Hentai,27,2,10,59,157,5349,2,2
5,1,G - All Ages,35,3,5,463,272,5350,1,0
8,26,PG-13 - Teens 13 or older,23,1,3,388,4,5351,0,2
6,1,Rx - Hentai,16,2,10,404,120,5352,2,1
5,1,G - All Ages,25,3,5,380,272,5353,1,0
6,26,R - 17+ (violence & profanity),22,0,1,384,243,5354,4,6
5,1,G - All Ages,3,3,15,33,272,5355,15,15
5,1,G - All Ages,4,3,4,1,272,5356,15,15
5,1,G - All Ages,3,3,4,464,272,5357,15,15
5,10,G - All Ages,2,3,0,414,395,5358,4,2
6,12,G - All Ages,4,3,0,12,209,5359,0,0
7,10,PG-13 - Teens 13 or older,15,1,2,431,450,5360,4,2
7,12,PG-13 - Teens 13 or older,15,1,2,431,450,5361,4,2
7,12,PG-13 - Teens 13 or older,22,1,11,34,286,5362,0,1
6,12,PG - Children,8,1,0,355,274,5363,0,0
7,12,PG-13 - Teens 13 or older,23,1,0,141,1,5364,0,1
7,1,R - 17+ (violence & profanity),101,0,1,43,179,5365,1,0
7,12,PG-13 - Teens 13 or older,23,1,0,20,125,5366,0,1
8,8,PG-13 - Teens 13 or older,14,1,0,384,450,5367,4,1
7,26,PG-13 - Teens 13 or older,17,1,0,400,450,5368,4,1
6,1,PG - Children,24,1,0,2,306,5369,3,26
7,1,PG-13 - Teens 13 or older,23,1,0,307,1,5370,3,0
6,12,PG-13 - Teens 13 or older,23,1,1,8,20,5371,0,26
7,1,PG-13 - Teens 13 or older,6,1,16,17,125,5372,3,1
9,12,PG-13 - Teens 13 or older,24,1,0,6,204,5373,0,1
6,12,R+ - Mild Nudity,6,2,11,465,84,5374,0,6
5,1,G - All Ages,2,3,15,25,387,5375,15,0
5,10,R+ - Mild Nudity,5,2,2,290,140,5376,0,1
7,15,PG-13 - Teens 13 or older,19,1,0,434,440,5377,4,6
5,8,PG - Children,15,1,4,9,306,5378,4,1
5,1,PG - Children,57,1,4,9,306,5379,1,1
6,1,PG-13 - Teens 13 or older,82,1,1,53,264,5380,1,0
6,1,G - All Ages,40,3,1,466,161,5381,4,0
7,13,PG-13 - Teens 13 or older,23,1,1,18,15,5382,4,1
7,10,R - 17+ (violence & profanity),24,0,0,11,1,5383,0,1
5,11,PG-13 - Teens 13 or older,6,1,0,2,111,5384,0,1
7,13,PG-13 - Teens 13 or older,23,1,1,141,112,5385,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,348,0,5386,0,0
8,1,PG-13 - Teens 13 or older,96,1,1,24,0,5387,1,1
7,12,PG-13 - Teens 13 or older,23,1,0,141,80,5388,0,6
7,12,R - 17+ (violence & profanity),23,0,1,8,170,5389,4,6
8,10,PG-13 - Teens 13 or older,15,1,0,197,172,5390,4,1
7,11,PG-13 - Teens 13 or older,23,1,0,333,10,5391,0,6
8,42,PG-13 - Teens 13 or older,16,1,1,400,206,5392,4,1
7,52,G - All Ages,22,3,1,2,123,5393,0,1
7,1,G - All Ages,98,3,2,388,163,5394,1,0
6,12,PG-13 - Teens 13 or older,3,1,0,402,197,5395,0,1
6,12,PG-13 - Teens 13 or older,12,1,0,180,366,5396,0,0
8,1,PG-13 - Teens 13 or older,100,1,1,24,321,5397,1,1
8,12,PG-13 - Teens 13 or older,24,1,6,24,1,5398,0,1
7,4,R+ - Mild Nudity,23,2,0,24,7,5399,2,1
7,2,PG-13 - Teens 13 or older,15,1,0,0,3,5400,3,1
6,8,PG-13 - Teens 13 or older,3,1,0,381,204,5401,4,26
7,1,Rx - Hentai,16,2,11,233,404,5402,2,1
5,12,R - 17+ (violence & profanity),23,0,0,8,18,5403,0,1
7,39,G - All Ages,1,3,0,467,275,5404,0,6
8,1,PG-13 - Teens 13 or older,71,1,0,12,125,5405,1,1
6,1,PG-13 - Teens 13 or older,2,1,1,105,122,5406,3,1
6,12,PG-13 - Teens 13 or older,15,1,1,431,205,5407,4,2
8,6,R - 17+ (violence & profanity),28,0,0,6,17,5408,1,2
8,24,PG-13 - Teens 13 or older,23,1,6,8,4,5409,0,1
5,1,PG-13 - Teens 13 or older,1,1,1,468,164,5410,2,1
5,50,G - All Ages,15,3,0,171,141,5411,4,0
6,6,PG-13 - Teens 13 or older,4,1,22,361,276,5412,4,1
7,50,PG - Children,23,1,0,469,444,5413,0,26
8,1,PG-13 - Teens 13 or older,100,1,8,12,216,5414,1,0
7,1,PG-13 - Teens 13 or older,24,1,2,239,183,5415,3,1
8,13,PG-13 - Teens 13 or older,13,1,0,6,24,5416,4,1
7,12,PG-13 - Teens 13 or older,24,1,0,20,127,5417,0,0
6,12,PG-13 - Teens 13 or older,11,1,3,400,440,5418,4,2
8,1,R - 17+ (violence & profanity),98,0,1,470,226,5419,1,2
8,3,PG-13 - Teens 13 or older,27,1,1,400,384,5420,4,2
7,12,R - 17+ (violence & profanity),24,0,3,10,164,5421,0,1
7,2,Rx - Hentai,15,2,10,407,74,5422,2,2
8,1,PG-13 - Teens 13 or older,34,1,2,12,80,5423,3,2
5,50,PG - Children,24,1,13,471,3,5424,0,26
8,12,PG-13 - Teens 13 or older,24,1,0,11,230,5425,0,1
6,12,PG-13 - Teens 13 or older,13,1,15,431,65,5426,0,1
5,25,PG - Children,24,1,5,2,321,5427,0,1
7,97,G - All Ages,23,3,0,3,321,5428,0,1
8,13,PG-13 - Teens 13 or older,23,1,0,6,123,5429,0,1
8,26,PG-13 - Teens 13 or older,20,1,1,400,206,5430,4,2
6,12,PG-13 - Teens 13 or older,24,1,1,8,40,5431,0,26
5,8,G - All Ages,30,3,0,442,277,5432,4,0
5,50,PG-13 - Teens 13 or older,24,1,1,381,278,5433,5,0
8,12,PG-13 - Teens 13 or older,23,1,0,141,158,5434,0,1
5,2,R+ - Mild Nudity,5,2,2,290,140,5435,3,1
6,1,PG-13 - Teens 13 or older,25,1,16,221,105,5436,4,0
7,12,R - 17+ (violence & profanity),23,0,19,434,242,5437,4,6
6,12,PG-13 - Teens 13 or older,12,1,3,400,279,5438,4,2
7,12,PG-13 - Teens 13 or older,19,1,1,400,222,5439,4,2
7,12,PG-13 - Teens 13 or older,20,1,1,400,222,5440,4,2
7,21,PG-13 - Teens 13 or older,24,1,1,25,158,5441,0,1
7,50,PG - Children,24,1,8,2,204,5442,0,26
7,12,PG-13 - Teens 13 or older,23,1,0,472,104,5443,0,1
7,1,PG-13 - Teens 13 or older,85,1,3,297,280,5444,1,1
8,15,R - 17+ (violence & profanity),24,0,1,400,440,5445,4,2
7,20,PG-13 - Teens 13 or older,20,1,3,400,281,5446,4,2
7,12,PG-13 - Teens 13 or older,23,1,0,20,330,5447,0,2
7,12,PG-13 - Teens 13 or older,24,1,1,8,192,5448,0,0
7,12,PG-13 - Teens 13 or older,23,1,1,473,188,5449,0,26
5,2,PG-13 - Teens 13 or older,4,1,1,69,216,5450,4,26
6,25,G - All Ages,24,3,1,2,216,5451,0,0
6,12,PG-13 - Teens 13 or older,23,1,0,474,1,5452,0,26
5,12,PG-13 - Teens 13 or older,3,1,0,193,110,5453,0,6
7,13,PG-13 - Teens 13 or older,24,1,9,141,444,5454,0,1
6,1,PG-13 - Teens 13 or older,117,1,1,239,20,5455,1,26
6,8,G - All Ages,5,3,2,381,197,5456,4,26
5,1,G - All Ages,51,3,5,22,28,5457,1,0
6,12,PG-13 - Teens 13 or older,24,1,2,32,176,5458,0,26
6,9,R+ - Mild Nudity,3,2,0,355,282,5459,0,1
5,50,G - All Ages,5,3,20,25,105,5460,3,0
7,12,PG-13 - Teens 13 or older,15,1,0,431,283,5461,4,2
7,12,PG-13 - Teens 13 or older,23,1,2,239,187,5462,0,0
5,13,R+ - Mild Nudity,3,2,22,402,228,5463,0,6
7,49,G - All Ages,24,3,0,2,306,5464,0,26
5,26,G - All Ages,12,3,2,20,5,5465,0,0
7,24,PG-13 - Teens 13 or older,23,1,0,5,191,5466,0,1
6,24,PG-13 - Teens 13 or older,22,1,1,388,260,5467,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,10,1,5468,0,2
7,1,PG-13 - Teens 13 or older,82,1,0,275,1,5469,1,2
7,12,R - 17+ (violence & profanity),23,0,1,141,112,5470,0,2
5,13,G - All Ages,1,3,0,414,15,5471,0,0
5,32,G - All Ages,9,3,12,25,256,5472,0,6
5,12,PG-13 - Teens 13 or older,24,1,1,327,156,5473,0,26
9,24,PG-13 - Teens 13 or older,22,1,3,11,191,5474,0,1
6,1,G - All Ages,3,3,15,167,451,5475,15,1
6,12,R - 17+ (violence & profanity),22,0,1,998,179,5476,4,1
7,12,PG-13 - Teens 13 or older,23,1,0,141,156,5477,0,2
7,3,PG-13 - Teens 13 or older,26,1,3,434,339,5478,1,0
7,50,PG-13 - Teens 13 or older,24,1,0,2,89,5479,0,1
8,1,PG - Children,118,1,2,18,202,5480,1,2
6,7,PG-13 - Teens 13 or older,1,1,0,145,137,5481,4,1
8,11,PG-13 - Teens 13 or older,22,1,1,6,164,5482,0,0
5,40,G - All Ages,5,3,2,18,284,5483,0,0
8,24,PG-13 - Teens 13 or older,23,1,2,12,151,5484,0,2
7,24,G - All Ages,12,3,0,2,191,5485,0,2
8,24,PG-13 - Teens 13 or older,22,1,4,3,0,5486,0,0
6,12,PG-13 - Teens 13 or older,22,1,1,3,387,5487,4,0
6,11,R - 17+ (violence & profanity),23,0,1,3,419,5488,4,26
7,1,R - 17+ (violence & profanity),1,0,1,18,15,5489,1,0
7,1,R - 17+ (violence & profanity),1,0,1,18,15,5490,1,0
8,1,R - 17+ (violence & profanity),67,0,1,18,15,5491,1,0
6,12,PG-13 - Teens 13 or older,23,1,2,20,205,5492,0,2
7,36,PG-13 - Teens 13 or older,24,1,1,83,264,5493,0,1
4,12,PG-13 - Teens 13 or older,4,1,0,103,285,5494,0,0
7,10,R+ - Mild Nudity,26,2,1,10,286,5495,2,2
8,13,PG-13 - Teens 13 or older,24,1,0,6,259,5496,0,2
7,18,R - 17+ (violence & profanity),23,0,19,141,191,5497,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,358,444,5498,0,1
6,12,PG-13 - Teens 13 or older,23,1,16,71,5,5499,0,0
7,12,PG-13 - Teens 13 or older,23,1,0,12,5,5500,0,1
7,23,PG-13 - Teens 13 or older,24,1,0,6,259,5501,0,26
9,14,PG-13 - Teens 13 or older,24,1,0,6,204,5502,0,1
7,13,R - 17+ (violence & profanity),24,0,0,12,216,5503,0,0
8,13,PG-13 - Teens 13 or older,24,1,3,20,83,5504,0,0
7,1,PG-13 - Teens 13 or older,90,1,1,475,194,5505,1,0
7,1,R - 17+ (violence & profanity),23,0,1,6,85,5506,3,2
6,13,PG-13 - Teens 13 or older,23,1,1,10,128,5507,0,0
9,13,PG-13 - Teens 13 or older,24,1,0,42,0,5508,0,6
7,1,PG-13 - Teens 13 or older,95,1,0,6,216,5509,1,1
7,12,R - 17+ (violence & profanity),24,0,3,14,287,5510,0,1
8,24,R - 17+ (violence & profanity),24,0,1,364,164,5511,0,1
9,24,R - 17+ (violence & profanity),24,0,1,18,183,5512,0,1
6,13,R - 17+ (violence & profanity),23,0,7,83,263,5513,0,1
7,12,R - 17+ (violence & profanity),24,0,19,83,288,5514,0,2
6,10,PG-13 - Teens 13 or older,24,1,1,12,1,5515,0,26
