Name,Score,Genres,Type,Episodes,Rating,Producers,Studios,Source,Duration,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format
Dragon Crisis!,6.7,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12,PG-13 - Teens 13 or older,"Yomiuri Telecasting, Starchild Records, Kids Station, DAX Production, Shueisha",Studio Deen,Novel,23 min. per ep.,23,PG-13,Action,Shueisha,Studio Deen
Yumekui Merry,6.95,"Action, Supernatural",TV,13,PG-13 - Teens 13 or older,"Pony Canyon, TBS, Magic Capsule, Houbunsha, RAY",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Action,Pony Canyon,J.C.Staff
.hack//Quantum,7.18,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,PG-13 - Teens 13 or older,"Bandai Visual, flying DOG, Showgate, BIGLOBE",Kinema Citrus,Original,26 min. per ep.,26,PG-13,Action,Bandai Visual,Kinema Citrus
Koi☆Sento,6.4,"Comedy, Romance",OVA,1,PG-13 - Teens 13 or older,Showgate,Sunrise,Original,25 min.,25,PG-13,Comedy,Showgate,Sunrise
Megane na Kanojo,6.68,"Comedy, Romance, School, Shounen",OVA,4,PG-13 - Teens 13 or older,AIC,AIC Takarazuka,Manga,14 min. per ep.,14,PG-13,Comedy,AIC,AIC Takarazuka
Battle Spirits: Brave,7.08,"Game, Military, Sci-Fi, Adventure, Demons",TV,50,PG - Children,Nagoya Broadcasting Network,Sunrise,Game,24 min. per ep.,24,PG-13,Sci-Fi,Nagoya Broadcasting Network,Sunrise
Chibi Maruko-chan: Watashi no Suki na Uta,7.14,"Music, Slice of Life, Drama, Romance, Shoujo",Movie,1,G - All Ages,Sakura Production,Nippon Animation,Manga,1 hr. 33 min.,93,G,Drama,Sakura Production,Nippon Animation
Cool Cool Bye,5.04,"Action, Adventure, Fantasy",OVA,1,R+ - Mild Nudity,Pony Canyon,Studio Bogey,Original,30 min.,30,R+,Action,Pony Canyon,Studio Bogey
Hyakka Ryouran: Samurai Girls Specials,6.64,Ecchi,Special,6,R+ - Mild Nudity,Hobby Japan,Arms,Novel,3 min. per ep.,3,R+,Ecchi,Hobby Japan,Arms
Freezing,6.91,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",TV,12,R+ - Mild Nudity,"Media Factory, Eswood",A.C.G.T.,Manga,24 min. per ep.,24,R+,Action,Media Factory,A.C.G.T.
Denpa Onna to Seishun Otoko,7.18,"Sci-Fi, Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,"Starchild Records, TBS",Shaft,Novel,24 min. per ep.,24,PG-13,Comedy,TBS,Shaft
Chie-chan Funsenki: Jarinko Chie,5.0,"Slice of Life, Comedy, Drama, Seinen",TV,39,PG-13 - Teens 13 or older,Mainichi Broadcasting System,Tokyo Movie Shinsha,Manga,25 min. per ep.,25,PG-13,Comedy,Mainichi Broadcasting System,Tokyo Movie Shinsha
Mitsudomoe: Oppai Ippai Mama Genki,7.57,"Slice of Life, Comedy, School",Special,1,PG-13 - Teens 13 or older,Lantis,Bridge,Manga,23 min.,23,PG-13,Comedy,Lantis,Bridge
Shiawase no Katachi,5.0,Comedy,OVA,4,G - All Ages,Media Rings,Production I.G,Manga,30 min. per ep.,30,G,Comedy,Media Rings,Production I.G
Fighting of Ecstasy,5.78,Hentai,OVA,2,Rx - Hentai,Pink Pineapple,G-Lam,Manga,22 min. per ep.,22,R+,Hentai,Pink Pineapple,G-Lam
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.94,Hentai,OVA,2,Rx - Hentai,Pink Pineapple,Office Take Off,Novel,28 min. per ep.,28,R+,Hentai,Pink Pineapple,Office Take Off
Yume-iro Pâtissière SP Professional,7.6,"Slice of Life, Shoujo",TV,13,G - All Ages,Shueisha,Studio Pierrot,Manga,24 min. per ep.,24,G,Slice of Life,Shueisha,Studio Pierrot
Break Blade 4: Sanka no Chi,7.87,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,R - 17+ (violence & profanity),KlockWorx,"Production I.G, Xebec",Manga,49 min.,49,R,Action,KlockWorx,Production I.G
Baka to Test to Shoukanjuu: Matsuri,7.62,"Comedy, School, Super Power",OVA,2,PG-13 - Teens 13 or older,"Lantis, Media Factory, Enterbrain, Cospa, Kadokawa Contents Gate, T.O Entertainment, Hakuhodo DY Media Partners",SILVER LINK.,Novel,29 min. per ep.,29,PG-13,Comedy,Lantis,SILVER LINK.
Coppelion,6.48,"Action, Sci-Fi, Seinen",TV,13,PG-13 - Teens 13 or older,Starchild Records,GoHands,Manga,24 min. per ep.,24,PG-13,Action,Starchild Records,GoHands
Katsugeki Shoujo Tanteidan,4.67,"Action, Comedy, School",OVA,1,G - All Ages,Japan Home Video,TMS Entertainment,Original,26 min.,26,G,Comedy,Japan Home Video,TMS Entertainment
Dororon Enma-kun Meeramera,6.53,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi",TV,12,R - 17+ (violence & profanity),"Mainichi Broadcasting System, Dynamic Planning",Brain's Base,Manga,24 min. per ep.,24,R,Comedy,Mainichi Broadcasting System,Brain's Base
Soukyuu no Fafner: Arcadian Memory,6.55,"Action, Military, Sci-Fi, Drama, Mecha",OVA,2,PG-13 - Teens 13 or older,King Records,Xebec,Manga,32 min. per ep.,32,PG-13,Action,King Records,Xebec
Dokushin Apartment Dokudami-sou,5.52,"Slice of Life, Comedy, Ecchi, Seinen",OVA,3,R+ - Mild Nudity,Nichiei Agency,"Takahashi Studio, Suna Kouhou",Manga,55 min. per ep.,55,R+,Comedy,Nichiei Agency,Takahashi Studio
Prism Magical: Prism Generations!,5.1,"Comedy, Ecchi, Magic",OVA,1,R+ - Mild Nudity,Studio G-1Neo,Asahi Production,Novel,16 min.,16,R+,Comedy,Studio G-1Neo,Asahi Production
Yami no Purple Eye,4.8,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",Music,1,PG-13 - Teens 13 or older,Youmex,Toei Animation,Manga,31 min.,31,PG-13,Supernatural,Youmex,Toei Animation
Mitsudomoe Zouryouchuu!,7.71,"Slice of Life, Comedy, School",TV,8,PG-13 - Teens 13 or older,"Lantis, Cospa, Studio Mausu",Bridge,Manga,24 min. per ep.,24,PG-13,Comedy,Lantis,Bridge
Beelzebub,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen",TV,60,PG-13 - Teens 13 or older,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Pierrot Plus,Manga,24 min. per ep.,24,PG-13,Comedy,Dentsu,Pierrot Plus
Highschool of the Dead: Drifters of the Dead,6.64,"Comedy, Ecchi, Supernatural",OVA,1,R+ - Mild Nudity,Showgate,Madhouse,Manga,16 min.,16,R+,Comedy,Showgate,Madhouse
Zero Tester,5.0,"Action, Sci-Fi, Adventure, Mecha",TV,38,PG-13 - Teens 13 or older,Tohokushinsha Film Corporation,Sunrise,Original,24 min. per ep.,24,PG-13,Action,Tohokushinsha Film Corporation,Sunrise
Minori Scramble!,6.24,Comedy,OVA,1,G - All Ages,Aniplex,ufotable,Manga,39 min.,39,G,Comedy,Aniplex,ufotable
Cardfight!! Vanguard,7.04,"Action, Game, Adventure, Demons, Shounen",TV,65,PG-13 - Teens 13 or older,"Dentsu, Sotsu, Sakura Create, Bushiroad",TMS Entertainment,Original,24 min. per ep.,24,PG-13,Action,Sotsu,TMS Entertainment
Biohazard: Damnation,7.21,"Action, Sci-Fi, Horror",Movie,1,R - 17+ (violence & profanity),"Sony Pictures Entertainment, Capcom",Digital Frontier,Game,1 hr. 37 min.,97,R,Action,Sony Pictures Entertainment,Digital Frontier
Shokupan Mimi,5.64,Comedy,TV,12,PG - Children,Dentsu,Kachidoki Studio,Manga,30 min. per ep.,30,PG-13,Comedy,Dentsu,Kachidoki Studio
Hidamari Sketch x ☆☆☆ Specials,7.83,"Slice of Life, Comedy, School, Seinen",Special,2,PG-13 - Teens 13 or older,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,Shaft
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.15,"Harem, Comedy, Romance, Ecchi",TV,12,PG-13 - Teens 13 or older,Starchild Records,Zexcs,Manga,23 min. per ep.,23,PG-13,Comedy,Starchild Records,Zexcs
Kyouiku Shidou The Animation,6.31,Hentai,OVA,1,Rx - Hentai,"Milky Animation Label, MS Pictures",Studio Eromatick,Novel,30 min.,30,R+,Hentai,Milky Animation Label,Studio Eromatick
Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.26,"Comedy, Sci-Fi",TV,11,PG-13 - Teens 13 or older,SoftBank Creative,DLE,Novel,4 min. per ep.,4,PG-13,Comedy,SoftBank Creative,DLE
K-On! Movie,8.33,"Music, Slice of Life, Comedy",Movie,1,PG-13 - Teens 13 or older,"Pony Canyon, Animation Do",Kyoto Animation,Manga,1 hr. 50 min.,110,PG-13,Comedy,Pony Canyon,Kyoto Animation
Asobi ni Iku yo!: Asobi ni Oide,6.79,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,R+ - Mild Nudity,"AIC, Lantis, Media Factory, Pony Canyon, AT-X, KlockWorx",AIC PLUS+,Novel,28 min.,28,R+,Comedy,Lantis,AIC PLUS+
Dream C Club Pure Songs Clips,5.51,"Game, Music",Music,6,PG-13 - Teens 13 or older,Geneon Universal Entertainment,Project No.9,Game,2 min. per ep.,2,PG-13,Music,Geneon Universal Entertainment,Project No.9
Kimi ni Todoke 2nd Season,8.01,"Slice of Life, Drama, Romance, School, Shoujo",TV,12,PG-13 - Teens 13 or older,"VAP, Nippon Television Network, Shueisha",Production I.G,Manga,23 min. per ep.,23,PG-13,Drama,Shueisha,Production I.G
Agukaru,5.27,"Magic, Supernatural, Slice of Life",ONA,5,PG - Children,Medicrie,Studio PuYUKAI,Manga,12 min. per ep.,12,PG-13,Slice of Life,Medicrie,Studio PuYUKAI
Densetsu no Yuusha no Densetsu: Iris Report,6.55,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,R - 17+ (violence & profanity),Kadokawa Contents Gate,Zexcs,Manga,23 min.,23,R,Action,Kadokawa Contents Gate,Zexcs
Moshidora,6.92,"Drama, Sports",TV,10,PG-13 - Teens 13 or older,NHK,Production I.G,Novel,24 min. per ep.,24,PG-13,Drama,NHK,Production I.G
Maria†Holic Alive,6.99,"Comedy, Parody, School, Shoujo Ai",TV,12,PG-13 - Teens 13 or older,TV Tokyo Music,Shaft,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo Music,Shaft
Gitai Saimin,5.97,Hentai,OVA,2,Rx - Hentai,Digital Works,Y.O.U.C,Novel,30 min. per ep.,30,R+,Hentai,Digital Works,Y.O.U.C
Aisai Nikki,6.43,Hentai,OVA,1,Rx - Hentai,Pink Pineapple,G-Lam,Novel,22 min.,22,R+,Hentai,Pink Pineapple,G-Lam
Break Blade 5: Shisen no Hate,7.84,"Action, Military, Fantasy, Mecha, Shounen",Movie,1,R - 17+ (violence & profanity),KlockWorx,"Production I.G, Xebec",Manga,47 min.,47,R,Action,KlockWorx,Production I.G
K-On!!: Keikaku!,7.84,"Comedy, Music, School, Slice of Life",Special,1,PG-13 - Teens 13 or older,"Pony Canyon, Animation Do",Kyoto Animation,Original,23 min.,23,PG-13,Comedy,Pony Canyon,Kyoto Animation
Astarotte no Omocha!,6.59,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,PG-13 - Teens 13 or older,"Kadokawa Shoten, Pony Canyon, DAX Production, KlockWorx, ASCII Media Works",Diomedéa,Manga,23 min. per ep.,23,PG-13,Comedy,Pony Canyon,Diomedéa
Appleseed XIII,6.36,"Action, Mecha, Military, Police, Sci-Fi",OVA,13,R - 17+ (violence & profanity),Jinnis Animation Studios,"Production I.G, Welz Animation Studios",Original,22 min. per ep.,22,R,Action,Jinnis Animation Studios,Production I.G
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,4.78,"Ecchi, Sports",OVA,1,PG-13 - Teens 13 or older,Primastea,Studio Hibari,Manga,35 min.,35,PG-13,Ecchi,Primastea,Studio Hibari
Sengoku Basara Movie: The Last Party,7.61,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1,PG-13 - Teens 13 or older,"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic, Capcom, flying DOG",Production I.G,Game,1 hr. 33 min.,93,PG-13,Action,Movic,Production I.G
Itsuka Tenma no Kuro Usagi,6.6,"Comedy, Supernatural, Romance, Ecchi, Vampire",TV,12,R+ - Mild Nudity,"Frontier Works, Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx",Zexcs,Novel,25 min. per ep.,25,R+,Comedy,AT-X,Zexcs
Strike Witches Movie,7.61,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1,PG-13 - Teens 13 or older,"Kadokawa Shoten, Nippon Columbia, KlockWorx, NTT Docomo, Sony PCL",AIC,Original,1 hr. 37 min.,97,PG-13,Action,KlockWorx,AIC
Kuragehime: Eiyuu Retsuden☆,6.58,"Slice of Life, Comedy, Josei",Special,4,PG-13 - Teens 13 or older,Asmik Ace,Brain's Base,Manga,5 min. per ep.,5,PG-13,Comedy,Asmik Ace,Brain's Base
Mahou Shoujo Madoka★Magica,8.38,"Psychological, Drama, Magic, Thriller",TV,12,PG-13 - Teens 13 or older,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,Original,24 min. per ep.,24,PG-13,Drama,Aniplex,Shaft
Hoshi wo Ou Kodomo,7.58,"Adventure, Romance, Fantasy",Movie,1,PG-13 - Teens 13 or older,"Media Factory, Movic, Yahoo! Japan, Warner Music Japan, Marine Entertainment",CoMix Wave Films,Original,1 hr. 56 min.,116,PG-13,Fantasy,Movic,CoMix Wave Films
Morita-san wa Mukuchi,6.59,"Comedy, School, Slice of Life",OVA,1,PG-13 - Teens 13 or older,"DAX Production, Studio Gram, Dream Creation",Seven,Manga,23 min.,23,PG-13,Comedy,DAX Production,Seven
A-Channel,6.96,"Comedy, School, Seinen, Slice of Life",TV,12,PG-13 - Teens 13 or older,"Aniplex, Dentsu, Mainichi Broadcasting System",Studio Gokumi,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,Studio Gokumi
Hyouga Senshi Gaislugger,5.0,"Action, Mecha, Sci-Fi",TV,20,PG-13 - Teens 13 or older,TV Asahi,Toei Animation,Original,30 min. per ep.,30,PG-13,Action,TV Asahi,Toei Animation
Norageki!,6.16,"Mystery, Sci-Fi, Space",OVA,1,PG-13 - Teens 13 or older,Showgate,Sunrise,Original,24 min.,24,PG-13,Sci-Fi,Showgate,Sunrise
Nezumi Monogatari: George to Gerald no Bouken,6.48,"Adventure, Kids",Movie,1,G - All Ages,"Shogakukan-Shueisha Productions, Shochiku, Sanrio, Bandai, Yahoo! Japan",Madhouse,Picture book,52 min.,52,G,Adventure,Shochiku,Madhouse
Sora no Otoshimono: Tokeijikake no Angeloid,7.62,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,R - 17+ (violence & profanity),"Kadokawa Shoten, KlockWorx, NTT Docomo",AIC ASTA,Manga,1 hr. 36 min.,96,R,Comedy,KlockWorx,AIC ASTA
Shin-Men,6.07,"Action, Comedy, Super Power, Seinen",TV,13,G - All Ages,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,12 min. per ep.,12,G,Comedy,TV Asahi,Shin-Ei Animation
Level E,7.45,"Sci-Fi, Comedy, Shounen",TV,13,R - 17+ (violence & profanity),"Aniplex, TV Tokyo Music, Sony Music Entertainment, Sakura Create","Studio Pierrot, David Production",Manga,24 min. per ep.,24,R,Comedy,Aniplex,Studio Pierrot
Shujii no Inbou,5.46,Hentai,OVA,2,Rx - Hentai,Digital Works,Y.O.U.C,Novel,30 min. per ep.,30,R+,Hentai,Digital Works,Y.O.U.C
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,5.0,"Adventure, Magic, Fantasy, Shoujo",Movie,1,G - All Ages,"Shochiku, Hero Communication","Production Reed, Asahi Production",Original,43 min.,43,G,Fantasy,Shochiku,Production Reed
SKET Dance,8.25,"Comedy, School, Shounen",TV,77,PG-13 - Teens 13 or older,"TV Tokyo, Avex Entertainment, Dentsu",Tatsunoko Production,Manga,24 min. per ep.,24,PG-13,Comedy,TV Tokyo,Tatsunoko Production
Hetalia Axis Powers Fan Disc,7.24,"Comedy, Historical, Parody",OVA,1,PG-13 - Teens 13 or older,Frontier Works,Studio Deen,Web manga,10 min.,10,PG-13,Comedy,Frontier Works,Studio Deen
Licca-chan to Yamaneko Hoshi no Tabi,5.97,"Adventure, Fantasy, Kids, Magic",OVA,1,G - All Ages,"Toho, Takara",Ajia-Do,Manga,1 hr. 18 min.,78,G,Fantasy,Toho,Ajia-Do
Osomatsu-kun (1988),6.7,Comedy,TV,86,G - All Ages,"Fuji TV, Yomiuri Advertising, Fujipacific Music",Studio Pierrot,Manga,24 min. per ep.,24,G,Comedy,Fuji TV,Studio Pierrot
Osomatsu-kun,6.46,Comedy,TV,56,PG - Children,Mainichi Broadcasting System,Studio Zero,Manga,25 min. per ep.,25,PG-13,Comedy,Mainichi Broadcasting System,Studio Zero
Inyouchuu Etsu,6.19,"Hentai, Demons, Supernatural, Magic, Romance, Fantasy",OVA,2,Rx - Hentai,Milky Animation Label,Studio Fantasia,Novel,29 min. per ep.,29,R+,Fantasy,Milky Animation Label,Studio Fantasia
Sue Cat,5.0,"Adventure, Music, Shoujo",TV,40,PG - Children,Asatsu DK,Knack Productions,Manga,13 min. per ep.,13,PG-13,Adventure,Asatsu DK,Knack Productions
Bokura no Live Kimi to no Life,7.09,Music,Music,1,PG-13 - Teens 13 or older,Lantis,Sunrise,Music,5 min.,5,PG-13,Music,Lantis,Sunrise
Houkago no Pleiades,6.15,Magic,ONA,4,G - All Ages,"Dentsu, Dentsu Razorfish, Dentsu Tec, SUBARU",Gainax,Original,6 min. per ep.,6,G,Magic,Dentsu,Gainax
Samurai Giants,6.36,Sports,TV,46,PG-13 - Teens 13 or older,Yomiuri Telecasting,"Madhouse, Tokyo Movie Shinsha",Manga,25 min. per ep.,25,PG-13,Sports,Yomiuri Telecasting,Madhouse
Ao no Exorcist,7.59,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,PG-13 - Teens 13 or older,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha",A-1 Pictures,Manga,24 min. per ep.,24,PG-13,Action,Aniplex,A-1 Pictures
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,6.7,"Comedy, Drama, Ecchi, Harem, Romance",TV,12,R+ - Mild Nudity,"Lantis, Delfi Sound, Marvelous AQL, Studio Jack",Nomad,Novel,24 min. per ep.,24,R+,Comedy,Lantis,Nomad
Amagami SS: Tachibana Miya-hen - Imouto,7.24,School,Special,1,PG-13 - Teens 13 or older,Pony Canyon,AIC,Novel,24 min.,24,PG-13,School,Pony Canyon,AIC
Sekaiichi Hatsukoi,7.79,"Comedy, Drama, Romance, Shounen Ai",TV,12,PG-13 - Teens 13 or older,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,Manga,23 min. per ep.,23,PG-13,Comedy,Lantis,Studio Deen
Snow Halation,7.73,Music,Music,1,PG-13 - Teens 13 or older,Lantis,Sunrise,Music,6 min.,6,PG-13,Music,Lantis,Sunrise
Nekogami Yaoyorozu,6.64,"Slice of Life, Comedy, Supernatural, Seinen",TV,12,PG-13 - Teens 13 or older,"Sotsu, AT-X, Marvelous AQL, Akita Shoten",AIC PLUS+,Manga,23 min. per ep.,23,PG-13,Comedy,Sotsu,AIC PLUS+
Maken-Ki!,6.41,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12,R+ - Mild Nudity,AIC,AIC Spirits,Manga,25 min. per ep.,25,R+,Action,AIC,AIC Spirits
Ikoku Meiro no Croisée The Animation,7.44,"Slice of Life, Historical, Seinen",TV,12,G - All Ages,"Media Factory, AT-X, flying DOG, Sony Music Communications, Bushiroad, Good Smile Company, Aoni Entertainment",Satelight,Manga,23 min. per ep.,23,G,Slice of Life,AT-X,Satelight
Mai no Mahou to Katei no Hi,5.91,"Drama, Magic",Special,1,PG - Children,"Lantis, Magic Capsule",P.A. Works,Original,29 min.,29,PG-13,Drama,Lantis,P.A. Works
Tiger & Bunny,7.94,"Action, Mystery, Comedy, Super Power",TV,25,PG-13 - Teens 13 or older,"Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation",Sunrise,Original,24 min. per ep.,24,PG-13,Comedy,Bandai Visual,Sunrise
Hayate no Gotoku! Heaven Is a Place on Earth,7.17,"Harem, Comedy, Parody, Shounen",Movie,1,PG-13 - Teens 13 or older,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio, Shogakukan Music & Digital Entertainment",Manglobe,Manga,1 hr. 9 min.,69,PG-13,Comedy,TV Tokyo,Manglobe
Detective Conan Movie 15: Quarter of Silence,8.03,"Adventure, Mystery, Comedy, Police, Shounen",Movie,1,G - All Ages,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Toho",TMS Entertainment,Manga,1 hr. 49 min.,109,G,Comedy,Toho,TMS Entertainment
Gintama',9.08,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",TV,51,PG-13 - Teens 13 or older,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",Sunrise,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,Sunrise
Kyouryuu Tankentai Born Free,5.87,"Action, Sci-Fi",TV,25,G - All Ages,Tsuburaya Productions,Sunrise,Manga,24 min. per ep.,24,G,Action,Tsuburaya Productions,Sunrise
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.47,"Action, Fantasy, Magic, Shoujo",Movie,1,G - All Ages,Asahi Broadcasting,Toei Animation,Original,1 hr. 11 min.,71,G,Action,Asahi Broadcasting,Toei Animation
Phi Brain: Kami no Puzzle,7.2,"Action, Game, Mystery, Shounen",TV,25,PG-13 - Teens 13 or older,NHK,Sunrise,Original,25 min. per ep.,25,PG-13,Action,NHK,Sunrise
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.42,"Slice of Life, Supernatural, Drama",TV,11,PG-13 - Teens 13 or older,"Aniplex, Dentsu, Fuji TV, Fujipacific Music",A-1 Pictures,Original,22 min. per ep.,22,PG-13,Drama,Aniplex,A-1 Pictures
Hyouge Mono,7.99,"Historical, Samurai, Seinen",TV,39,R - 17+ (violence & profanity),"NHK, Sogo Vision",Bee Train,Manga,25 min. per ep.,25,R,Seinen,NHK,Bee Train
Carnival Phantasm,7.89,"Comedy, Parody, Supernatural",OVA,12,PG-13 - Teens 13 or older,"Bandai Visual, Notes",Lerche,Manga,14 min. per ep.,14,PG-13,Comedy,Bandai Visual,Lerche
Yu☆Gi☆Oh! Zexal,6.34,"Action, Game, Fantasy, Shounen",TV,73,PG-13 - Teens 13 or older,"TV Tokyo, Marvelous, Nihon Ad Systems, Digital Works",Gallop,Manga,24 min. per ep.,24,PG-13,Action,TV Tokyo,Gallop
Kizuna Ichigeki,6.59,"Comedy, Martial Arts",Movie,1,G - All Ages,Imagine,Ascension,Original,24 min.,24,G,Comedy,Imagine,Ascension
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.42,"Slice of Life, Comedy",ONA,4,PG-13 - Teens 13 or older,Aniplex,AIC Build,Novel,28 min. per ep.,28,PG-13,Comedy,Aniplex,AIC Build
Coquelicot-zaka kara,7.85,"Historical, Romance, School, Shoujo",Movie,1,G - All Ages,Nippon Television Network,Studio Ghibli,Manga,1 hr. 35 min.,95,G,Romance,Nippon Television Network,Studio Ghibli
Bakuman. 2nd Season,8.4,"Comedy, Drama, Romance, Shounen",TV,25,PG-13 - Teens 13 or older,"NHK, Shueisha",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Comedy,Shueisha,J.C.Staff
Toriko,7.56,"Action, Adventure, Comedy, Fantasy, Shounen",TV,147,PG-13 - Teens 13 or older,"Yomiko Advertising, Fuji TV, Shueisha",Toei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Fuji TV,Toei Animation
Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.59,"Sci-Fi, Music, Drama, Romance, Shoujo",Special,1,PG-13 - Teens 13 or older,Victor Entertainment,Production I.G,Manga,27 min.,27,PG-13,Sci-Fi,Victor Entertainment,Production I.G
Nurarihyon no Mago: Sennen Makyou,8.0,"Action, Demons, Shounen, Supernatural",TV,24,PG-13 - Teens 13 or older,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Imagine",Studio Deen,Manga,23 min. per ep.,23,PG-13,Action,Pony Canyon,Studio Deen
Angel Beats!: Another Epilogue,7.49,"Supernatural, Drama, School",Special,1,PG-13 - Teens 13 or older,"Aniplex, Visual Art's",P.A. Works,Original,2 min.,2,PG-13,Drama,Aniplex,P.A. Works
Kämpfer für die Liebe,6.5,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,R+ - Mild Nudity,"Lantis, DAX Production, RAY",Nomad,Novel,23 min. per ep.,23,R+,Comedy,Lantis,Nomad
Hoshizora e Kakaru Hashi,6.78,"Comedy, Ecchi, Harem, Romance, School",TV,12,R+ - Mild Nudity,"Dentsu, Sotsu, Marvelous, Pony Canyon, feng, PRA, Jumondo",Doga Kobo,Novel,25 min. per ep.,25,R+,Comedy,Sotsu,Doga Kobo
Kami nomi zo Shiru Sekai II,7.94,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,PG-13 - Teens 13 or older,"TV Tokyo, Geneon Universal Entertainment",Manglobe,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Manglobe
Shiki Specials,7.81,"Mystery, Horror, Supernatural, Thriller, Vampire",Special,2,R - 17+ (violence & profanity),Aniplex,Daume,Novel,23 min. per ep.,23,R,Supernatural,Aniplex,Daume
Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy",TV,13,R - 17+ (violence & profanity),"Aniplex, Nitroplus, Seikaisha, Notes",ufotable,Novel,28 min. per ep.,28,R,Action,Aniplex,ufotable
Bavi Stock,5.08,"Action, Sci-Fi, Adventure, Fantasy",OVA,2,PG-13 - Teens 13 or older,"Studio Unicorn, Nikkatsu",Kaname Productions,Novel,45 min. per ep.,45,PG-13,Action,Nikkatsu,Kaname Productions
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,6.84,Comedy,Special,16,PG-13 - Teens 13 or older,"Aniplex, I was a Ballerina",AIC Build,Novel,13 min. per ep.,13,PG-13,Comedy,Aniplex,AIC Build
Softenni,6.52,"Comedy, Sports, Ecchi, School",TV,12,R+ - Mild Nudity,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, Studio Mausu",Xebec,Manga,24 min. per ep.,24,R+,Comedy,Lantis,Xebec
Mayo Chiki!,7.31,"Harem, Comedy, Romance, Ecchi, School",TV,13,R+ - Mild Nudity,"Starchild Records, Media Factory, TBS, DAX Production, PRA, RAY",feel.,Novel,24 min. per ep.,24,R+,Comedy,TBS,feel.
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,6.82,"Comedy, Seinen",Movie,1,G - All Ages,"Futabasha, Imagine",Shin-Ei Animation,Manga,1 hr. 48 min.,108,G,Comedy,Imagine,Shin-Ei Animation
